;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
1,30001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66905.0,0.0,0.0,0.0,3,BOX ELDER
2,30002,17.4,93.0,5.34,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,66905.0,0.0,0.0,0.0,3,BOX ELDER
3,30003,15.1,61.3,4.06,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,51492.0,0.0,0.0,0.0,3,BOX ELDER
4,30004,4.0,12.8,3.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,51492.0,0.0,0.0,0.0,3,BOX ELDER
5,30005,58.9,168.9,2.87,7.3,0.7,1.9,4.7,13.9,0.4,0.3,1.3,0.6,0.2,0.6,2.7,1.2,0.0,0.0,3.2,3.4,68948.0,0.0,0.0,0.0,3,BOX ELDER
6,30006,6.2,19.3,3.11,4.4,0.0,4.4,0.0,5.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,51492.0,0.0,0.0,0.0,3,BOX ELDER
7,30007,44.0,122.3,2.78,52.4,4.8,26.4,21.2,140.7,3.1,1.7,7.4,19.0,1.2,3.2,2.5,14.3,85.2,0.0,0.6,2.5,51492.0,0.0,0.0,0.0,3,BOX ELDER
8,30008,46.5,146.8,3.16,43.7,11.2,0.7,31.8,48.3,11.1,0.1,0.5,0.2,29.2,0.2,0.2,2.2,0.0,0.0,1.9,2.7,71055.0,0.0,0.0,0.0,3,BOX ELDER
9,30009,23.9,28.6,1.2,66.0,2.2,56.1,7.7,72.5,1.2,1.0,4.2,51.9,0.7,1.8,1.4,3.8,0.0,0.0,5.1,1.4,51492.0,0.0,0.0,0.0,3,BOX ELDER
10,30010,17.9,58.0,3.24,52.6,0.0,52.6,0.0,54.2,0.0,0.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,51492.0,0.0,0.0,0.0,3,BOX ELDER
11,30011,5.6,16.1,2.88,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,71342.0,0.0,0.0,0.0,3,BOX ELDER
12,30012,16.5,55.3,3.35,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,71342.0,0.0,0.0,0.0,3,BOX ELDER
13,30013,6.0,17.1,2.85,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.3,71342.0,0.0,0.0,0.0,3,BOX ELDER
14,30014,6.8,19.5,2.87,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.4,71342.0,0.0,0.0,0.0,3,BOX ELDER
15,30015,1.0,2.8,2.8,287.7,14.7,214.3,58.7,309.1,8.2,6.5,119.2,95.1,4.5,12.2,9.5,32.5,19.4,0.0,1.9,0.1,66905.0,0.0,0.0,0.0,3,BOX ELDER
16,30016,15.8,45.4,2.87,66.9,0.0,42.3,24.6,87.0,0.0,0.0,0.5,41.8,0.0,0.0,0.0,24.6,0.0,0.0,19.2,0.9,68948.0,0.0,0.0,0.0,3,BOX ELDER
17,30017,14.0,76.5,5.46,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.8,71342.0,0.0,0.0,0.0,3,BOX ELDER
18,30018,0.0,0.0,0.0,750.8,34.3,595.8,120.7,755.3,19.1,15.2,450.2,145.6,10.5,28.3,22.1,59.8,0.0,0.0,4.5,0.0,71342.0,0.0,0.0,0.0,3,BOX ELDER
19,30019,179.7,613.5,3.41,43.9,14.5,16.2,13.2,65.1,12.8,1.7,7.2,9.0,1.2,3.1,2.4,6.5,0.0,0.0,10.9,10.3,68948.0,0.0,0.0,0.0,3,BOX ELDER
20,30020,164.2,409.5,2.49,117.2,18.6,30.8,67.8,140.6,13.7,4.9,21.1,9.7,3.4,9.1,7.1,48.2,0.0,0.0,14.0,9.4,79483.0,0.0,0.0,0.0,3,BOX ELDER
21,30021,8.5,24.3,2.86,439.0,14.9,371.7,52.4,454.2,8.3,6.6,341.1,30.6,4.6,12.3,9.6,25.9,0.0,0.0,14.7,0.5,68948.0,0.0,0.0,0.0,3,BOX ELDER
22,30022,21.8,62.6,2.87,58.4,6.8,26.7,24.9,86.4,3.6,3.2,21.1,5.6,2.2,5.7,4.6,12.4,0.0,0.0,26.8,1.2,68948.0,0.0,0.0,0.0,3,BOX ELDER
23,30023,36.5,161.5,4.42,132.2,13.5,70.1,48.6,156.6,7.4,6.1,43.2,26.9,4.3,11.3,8.9,24.1,0.0,0.0,22.3,2.1,68948.0,0.0,0.0,0.0,3,BOX ELDER
24,30024,118.3,471.5,3.99,8.1,0.9,2.6,4.6,27.7,0.5,0.4,1.8,0.8,0.3,0.8,1.8,1.7,0.0,0.0,12.8,6.8,68948.0,0.0,0.0,0.0,3,BOX ELDER
